Sample_Name	Sample	DetectionRate	Log2MethIntensity	Log2UnmethIntensity	Restoration	Staining_Green	Staining_Red	Extension_Green	Extension_Red	Hybridization_High/Medium	Hybridization_Medium/Low	Target_Removal_1	Target_Removal_2	Bisulfite_Conversion_I_Green	Bisulfite_Conversion_I_Green_Bkg.	Bisulfite_Conversion_I_Red	Bisulfite_Conversion_I_Red_Bkg.	Bisulfite_Conversion_II	Bisulfite_Conversion_II_Bkg.	Specificity_I_Green	Specificity_I_Red	Specificity_II	Specificity_II_Bkg.	Non-polymorphic_Green	Non-polymorphic_Red
GSM8461134	GSM8461134_207716530108_R01C01	0.9013	10.88	10.726	5.00380450687738	108.532258064516	45.0464646464646	39.9880095923261	25.7516411378556	1.72215645205355	1.97393492719756	11.3145695364238	9.23513513513513	6.44724220623501	4.09712230215827	8.13135593220339	4.14618644067797	9.07902298850575	4.90948275862069	4.77511961722488	2.46952789699571	13.5768321513002	8.07801418439716	11.8942307692308	19.7460674157303
GSM8461135	GSM8461135_207716530108_R02C01	0.7835	10.698	11.372	5.49345950459226	90.4396887159533	47.5256673511294	32.1787521079258	27.0321888412017	1.63415982312066	1.98402005326649	8.59569377990431	7.33265306122449	7.52506963788301	5.0041782729805	8.09066901408451	3.4612676056338	6.89289099526066	3.40568720379147	3.57104557640751	2.38131962296487	16.4027237354086	6.99027237354086	7.1972049689441	12.9955156950673
GSM8461137	GSM8461137_207716530108_R04C01	0.9708	11.725	11.483	5.19873454127121	72.5859649122807	35.0869565217391	36.2389937106918	25.4352159468439	1.67023914968999	1.86519081447216	8.60643564356436	6.57277882797732	7.46461538461538	3.56615384615385	4.77938144329897	2.01185567010309	4.30394736842105	2.2875	5.84741784037559	3.567649281935	19.5534979423868	7.15432098765432	7.07845433255269	12.4006659267481
GSM8461136	GSM8461136_207716530108_R03C01	0.8438	11.021	10.244	6.38377926421405	103.584	33.5397590361446	37.3248299319728	26.3793706293706	1.72657622829831	1.89213991222237	7.73275862068965	5.97004991680532	7.58620689655172	8.83743842364532	5.5912	3.3152	3.2922502334267	3.35014005602241	3.9409594095941	2.07843137254902	6.39524838012959	7.74946004319654	4.8441127694859	11.8635578583765
