Sample_Name	Sample_IDAT	X	Y	Gender	predicted_sex	match_status
GSM8461137	GSM8461137_207716530108_R04C01	0.740940003992314	0.784706409557331	m	Unknown	Undetermined
GSM8461135	GSM8461135_207716530108_R02C01	0.71632864733718	0.798162869152006	m	m	Correct
GSM8461136	GSM8461136_207716530108_R03C01	0.611745276030929	0.97197058348847	f	m	Mismatch
GSM8461134	GSM8461134_207716530108_R01C01	0.884020708230707	0.336857784812946	f	f	Correct
