Sample_Name	Sample	DetectionRate	Log2MethIntensity	Log2UnmethIntensity	Restoration	Staining_Green	Staining_Red	Extension_Green	Extension_Red	Hybridization_High/Medium	Hybridization_Medium/Low	Target_Removal_1	Target_Removal_2	Bisulfite_Conversion_I_Green	Bisulfite_Conversion_I_Green_Bkg.	Bisulfite_Conversion_I_Red	Bisulfite_Conversion_I_Red_Bkg.	Bisulfite_Conversion_II	Bisulfite_Conversion_II_Bkg.	Specificity_I_Green	Specificity_I_Red	Specificity_II	Specificity_II_Bkg.	Non-polymorphic_Green	Non-polymorphic_Red
GSM8461135	GSM8461135_207716530108_R02C01	0.9991	10.698	11.372	5.49345950459226	90.4396887159533	47.5256673511294	32.1787521079258	27.0321888412017	1.63415982312066	1.98402005326649	8.59569377990431	7.33265306122449	7.52506963788301	5.0041782729805	8.09066901408451	3.4612676056338	6.89289099526066	3.40568720379147	3.57104557640751	2.38131962296487	16.4027237354086	6.99027237354086	7.1972049689441	12.9955156950673
