Sample_Name	Sample	DetectionRate	Log2MethIntensity	Log2UnmethIntensity	Restoration	Staining_Green	Staining_Red	Extension_Green	Extension_Red	Hybridization_High/Medium	Hybridization_Medium/Low	Target_Removal_1	Target_Removal_2	Bisulfite_Conversion_I_Green	Bisulfite_Conversion_I_Green_Bkg.	Bisulfite_Conversion_I_Red	Bisulfite_Conversion_I_Red_Bkg.	Bisulfite_Conversion_II	Bisulfite_Conversion_II_Bkg.	Specificity_I_Green	Specificity_I_Red	Specificity_II	Specificity_II_Bkg.	Non-polymorphic_Green	Non-polymorphic_Red
GSM8461136	GSM8461136_207716530108_R03C01	0.9975	11.021	10.244	6.38377926421405	103.584	33.5397590361446	37.3248299319728	26.3793706293706	1.72657622829831	1.89213991222237	7.73275862068965	5.97004991680532	7.58620689655172	8.83743842364532	5.5912	3.3152	3.2922502334267	3.35014005602241	3.9409594095941	2.07843137254902	6.39524838012959	7.74946004319654	4.8441127694859	11.8635578583765
