Sample_Name	Sample	DetectionRate	Log2MethIntensity	Log2UnmethIntensity	Restoration	Staining_Green	Staining_Red	Extension_Green	Extension_Red	Hybridization_High/Medium	Hybridization_Medium/Low	Target_Removal_1	Target_Removal_2	Bisulfite_Conversion_I_Green	Bisulfite_Conversion_I_Green_Bkg.	Bisulfite_Conversion_I_Red	Bisulfite_Conversion_I_Red_Bkg.	Bisulfite_Conversion_II	Bisulfite_Conversion_II_Bkg.	Specificity_I_Green	Specificity_I_Red	Specificity_II	Specificity_II_Bkg.	Non-polymorphic_Green	Non-polymorphic_Red
GSM8461137	GSM8461137_207716530108_R04C01	0.9708	11.725	11.483	5.19873454127121	72.5859649122807	35.0869565217391	36.2389937106918	25.4352159468439	1.67023914968999	1.86519081447216	8.60643564356436	6.57277882797732	7.46461538461538	3.56615384615385	4.77938144329897	2.01185567010309	4.30394736842105	2.2875	5.84741784037559	3.567649281935	19.5534979423868	7.15432098765432	7.07845433255269	12.4006659267481
