Sample	DetectionRate	Log2MethIntensity	Log2UnmethIntensity	Restoration	Staining_Green	Staining_Red	Extension_Green	Extension_Red	Hybridization_High/Medium	Hybridization_Medium/Low	Target_Removal_1	Target_Removal_2	Bisulfite_Conversion_I_Green	Bisulfite_Conversion_I_Green_(Bkg)	Bisulfite_Conversion_I_Red	Bisulfite_Conversion_I_Red_(Bkg)	Bisulfite_Conversion_II	Bisulfite_Conversion_II_(Bkg)	Specificity_I_Green	Specificity_I_Red	Specificity_II	Specificity_II_(Bkg)	Non-polymorphic_Green	Non-polymorphic_Red
GSM8461192_208066090092_R03C01	0.9995	11.519	11.093	4.9601677148847	111.461538461538	118.646739130435	46.1710914454277	29.9714285714286	1.70895112575508	2.03615355944838	16.695	11.3571428571429	8.26559356136821	3.35915492957746	4.23607323724192	1.45500584339696	4.67172675521822	2.11195445920304	10.3934426229508	3.02824207492795	18.8104166666667	6.95625	11.1735015772871	14.4802395209581
GSM8461193_208066090092_R04C01	0.9994	11.614	11.28	5.49131216297184	107.366666666667	119.155080213904	49.7840236686391	30.8765432098765	1.68154709700053	1.96789782533656	14.7699115044248	11.5501730103806	10.0591939546599	4.20403022670025	4.67472894078399	1.55504587155963	3.10641110376735	2.20621282220753	10.5527638190955	3.12515114873035	25.9953271028037	7.79906542056075	12.4766666666667	17.1039886039886
GSM8461194_208066090092_R05C01	0.9997	11.961	11.565	5.4483068624513	110.05376344086	143.24358974359	50.3234421364985	35.6859375	1.76672076535406	2.01358789129687	14.9641255605381	10.2361963190184	12.7840755735493	4.50337381916329	4.50791765637371	1.44101346001584	5.19091673675357	2.80656013456686	13.8252427184466	4.30628803245436	28.1653944020356	8.4910941475827	11.8312693498452	16.6582597730139
GSM8461195_208066090092_R06C01	0.998	10.977	10.706	5.49810108092317	119.672222222222	100.060483870968	41.4539007092199	32.6883656509695	1.71197177451688	2.03408905561899	14.3823529411765	9.89306358381503	2.06726618705036	1.23129496402878	3.7070351758794	1.87035175879397	3.40256615878107	2.74498797113071	8.08264462809917	1.88450292397661	24.3838120104439	8.93733681462141	9.37093690248566	6.13258785942492
GSM8461196_208066090092_R07C01	0.9995	11.14	11.637	5.13967971530249	127.705128205128	105.398104265403	44.6182795698925	28.9243027888446	1.73628462791961	2.04441976679622	12.6766917293233	11.5085324232082	9.02045209903122	3.6297093649085	4.57649170031404	1.68371467025572	2.33522727272727	1.59659090909091	3.63670411985019	3.89419544452608	18.2711496746204	7.31453362255965	11.2663622526636	20.8491921005386
GSM8461197_208066090092_R08C01	0.99	10.129	10.291	4.28973034997131	106.936781609195	61.4481865284974	31.0144032921811	24.7082896117524	1.94095858121001	2.17664304910823	19.0491803278689	14.2285714285714	9.43654822335025	5.89847715736041	4.37808988764045	2.22078651685393	5.9453471196455	5.14918759231905	2.43715846994536	2.89830508474576	8.98421052631579	6.11578947368421	12.4376528117359	14.575959933222
GSM8461198_208066090117_R01C01	0.9993	11.266	11.157	3.78258184064237	109.761194029851	121.117647058824	50.7310924369748	31.4113712374582	1.70824974924774	1.95250917992656	19.9876543209877	15.1308411214953	14.2204545454545	7.35909090909091	6.72340425531915	2.46945778997941	5.65006553079948	4.2437745740498	13.6349206349206	4.85884691848907	24.8516129032258	10.4451612903226	13.0117647058824	13.3261494252874
GSM8461199_208066090117_R02C01	0.9991	11.085	11.087	4.37545676004872	103.08125	98.2461538461538	47.0739436619718	30.4204018547141	1.67358244623072	1.99307209352674	19.9030303030303	12.2996254681648	8.48214285714286	4.51098901098901	4.54119253527538	1.65999089667729	3.93155555555556	2.91911111111111	7.13207547169811	2.56690837178642	23.5254237288136	9.27683615819209	11.2751322751323	15.4742424242424
GSM8461200_208066090117_R03C01	0.9997	11.56	11.537	4.51190476190476	105.675159235669	143.574626865672	49.213768115942	29.9171686746988	1.67253299811439	2.0371318822023	15.75	12.4090909090909	8.91100702576112	3.83606557377049	3.71961904761905	1.39580952380952	4.14262560777958	2.6547811993517	11.6052631578947	4.11263537906137	25.5916666666667	9.1	11.9657039711191	14.385101010101
GSM8461201_208066090117_R04C01	0.9982	10.289	11.22	4.68984906777153	103.03125	111.411428571429	41.6253298153034	31.2138554216867	1.68542568542569	1.9600494961994	12.6554307116105	10.4613003095975	14.2322899505766	5.5667215815486	3.94537037037037	1.6962962962963	5.68162983425414	2.3335635359116	4.08	2.88162197514716	6.6787072243346	6.42395437262357	3.69716088328076	23.0635838150289
GSM8461202_208066090117_R05C01	0.9993	11.142	10.871	4.85859491778774	113.589285714286	97.6839378238342	44.0869565217391	29.3802395209581	1.66094100074683	1.99293023255814	14.8666666666667	12.9651162790698	5.78376205787781	2.68890675241158	4.29417206290472	1.69657724329325	4.32969034608379	3.04644808743169	4.015625	2.31997136721546	15.5020408163265	6.8265306122449	12.3091537132988	19.9891774891775
GSM8461203_208066090117_R06C01	0.9997	11.525	11.026	4.88431952662722	89.9609756097561	132.890410958904	41.2736842105263	30.0893118594436	1.69670661507974	1.99754948162111	13.3070866141732	10.8681672025723	6.40664961636829	2.88150042625746	4.70459933617828	1.74632527264106	3.95505617977528	2.37359550561798	5.59622641509434	2.77267373380448	17.6731517509728	6.57587548638132	11.2265023112481	17.8962264150943
GSM8461204_208066090117_R07C01	0.9996	11.592	10.662	5.05058365758755	113.063583815029	102.871921182266	46.9853372434018	26.1437198067633	1.74059517125211	2.04595060310167	16.4581280788177	11.560553633218	10.0714285714286	4.41931216931217	3.98610526315789	1.61178947368421	4.4275420336269	2.67493995196157	4.90416666666667	3.03225806451613	23.650406504065	9.05420054200542	9.70691994572592	19.2058287795993
GSM8461205_208066090117_R08C01	0.9991	11.225	10.23	4.64815344975666	98.7878787878788	103.296943231441	31.5720081135903	25.8932714617169	1.80032616450922	2.22825346354758	17.1225490196078	17.0390243902439	9.05750798722045	5.57987220447284	7.7444996451384	2.74095102909865	2.56262833675565	2.39082819986311	7.35532994923858	3.31306715063521	17.8816705336427	8.10440835266821	11.5192926045016	18.4792899408284
GSM8461206_208066090138_R01C01	0.9946	9.564	9.678	4.71086890705419	119.23125	58.6511056511057	53.4422442244224	28.3921334922527	1.6419271986538	2.00195035460993	14.8116591928251	12.7038461538462	7.91525423728814	18.6610169491525	8.53645833333333	9.99739583333333	7.18696883852691	9.35694050991501	4.20512820512821	3.66044776119403	19.2900763358779	25.2137404580153	4.95652173913043	8.12239583333333
GSM8461207_208066090138_R02C01	0.996	9.422	9.572	4.0470372632865	89.0580357142857	67.8688524590164	58.9197080291971	28.9624060150376	1.67486052998605	2.0041928721174	16.6192893401015	11.4475524475524	11.4537037037037	15.1574074074074	11.3567415730337	10.6685393258427	6.39641943734015	8.37340153452685	4.1864406779661	3.05012531328321	10.7916666666667	22.7361111111111	5.5353982300885	11.4007092198582
GSM8461208_208066090138_R03C01	0.9993	11.018	11.226	4.08667065152421	99.5978835978836	79.702479338843	44.3959537572254	34.7419928825623	1.69034840352952	1.95709453444899	14.8711111111111	11.740350877193	18.3085714285714	9.56	7.70797413793103	3.83836206896552	7.73008130081301	5.44065040650406	9.45989304812834	4.33159947984395	28.9141791044776	12.4850746268657	12.3598130841121	15.6688888888889
GSM8461209_208066090138_R04C01	0.9995	11.64	11.068	4.0908540278619	108.923076923077	67.0844155844156	50.1158940397351	27.9471488178025	1.66558891454965	1.97320452059789	13.701244813278	12.6513409961686	11.608630952381	4.91369047619048	5.54539839407041	2.2970969734404	7.11135857461024	3.67706013363029	12.9453551912568	3.3497375328084	26.7285714285714	9.43428571428571	13.4989898989899	17.0453125
GSM8461210_208066090138_R05C01	0.999	10.73	10.804	4.61177170035672	117.436464088398	85.0254545454546	47.4478021978022	32.2626404494382	1.68639726807057	1.98563125605425	14.9511111111111	11.7212543554007	13.5346062052506	8.02863961813842	9.48987854251012	5.00944669365722	7.54491017964072	5.03592814371257	8.7953216374269	3.22035928143713	31.8068669527897	14.4377682403433	13.9147727272727	16.2797783933518
GSM8461211_208066090138_R06C01	0.9993	11.277	11.248	4.66755872732679	125.465408805031	78.7526132404181	45.8126721763085	32.4720327421555	1.69880234434724	1.87677347361709	13.7827868852459	10.1601208459214	14.9929411764706	7.91294117647059	8.45601617795753	3.77451971688574	9.06590257879656	4.81805157593123	12.2824858757062	4.53507728894174	37.8149606299213	13.240157480315	11.9	15.0978077571669
GSM8461212_208066090138_R07C01	0.9883	8.957	9.382	4.46568047337278	124.780898876404	80.7640449438202	49.25	28.949948927477	1.68864265927978	1.88779321679367	13.9094650205761	10.3680981595092	7.99382716049383	20.8641975308642	8.72934472934473	11.3361823361823	4.23003194888179	10.7987220447284	3.63247863247863	2.43010752688172	9.43604651162791	19.6511627906977	4.69683257918552	7.37458193979933
GSM8461213_208066090138_R08C01	0.9982	10.795	10.485	4.19602106495026	113.773480662983	95.8455284552846	38.6076555023923	30.5250659630607	1.92377171215881	2.11393201846412	21.0987654320988	17.09	17.9041916167665	10.2335329341317	12.0421216848674	5.86271450858034	5.74862385321101	6.27155963302752	7.41871921182266	6.45081967213115	35.1904761904762	14.7965367965368	19.1732522796353	18.3020408163265
GSM8461214_208066090139_R01C01	0.9985	10.969	10.531	4.01951814577615	96.7911392405063	106.25	44.1935483870968	27.0972222222222	1.68293266355699	1.94035739150615	17.6290322580645	12.7587548638132	6.86297376093294	4.7798833819242	4.5919651500484	1.80058083252662	2.00683293474547	1.12025965152033	6.73684210526316	3.62728785357737	13.8012422360248	6.7888198757764	12.1620553359684	12.1469072164948
GSM8461215_208066090139_R02C01	0.9992	11.035	10.725	4.12141549725442	108.066666666667	111.866310160428	46.136690647482	27.3027397260274	1.68265225712034	1.95488556338028	17.3439153439153	14.008547008547	11.4613778705637	6.84342379958246	4.91649694501018	2.53224711473184	2.86013590033975	1.85617214043035	7.53472222222222	3.07084690553746	29.0778210116732	12.7548638132296	10.8449074074074	11.7819971870605
GSM8461216_208066090139_R03C01	0.9977	10.405	10.586	4.80221424296828	107.970760233918	104.07	42.3011695906433	28.524246395806	1.68875938364283	1.99330576885214	15.8388625592417	11.2905405405405	3.51209677419355	2.24596774193548	3.32183908045977	1.66357206012378	5.40572033898305	3.54025423728814	6.59440559440559	3.95696202531646	18.0356083086053	9.91691394658754	9.42468239564428	19.015625
GSM8461217_208066090139_R04C01	0.9995	11.413	11.162	4.69079345850999	104.379518072289	106.271186440678	45.2615894039735	28.6315007429421	1.73221092757306	1.97490589711418	15.1467889908257	10.8618421052632	9.44430051813472	4.27720207253886	1.5657465123182	0.545117245473434	2.88766114180479	2.02701043585021	6.60851063829787	3.19407687460617	23.143216080402	8.2964824120603	10.9331210191083	20.9395085066163
GSM8461218_208066090139_R05C01	0.9992	11.273	10.956	5.01141141141141	98	109.64161849711	44.1424242424242	29.8478964401294	1.72025378233285	2.04043019318861	14.2918454935622	11.6433566433566	9.3448275862069	4.99250374812594	4.79202279202279	2.57692307692308	3.46716541978387	2.76807980049875	8.12972972972973	3.19528949950932	22.4034582132565	9.59654178674351	11.6843137254902	16.6257796257796
GSM8461219_208066090139_R06C01	0.9993	11.304	10.716	5.13287752675386	99.4947368421053	96.3564356435644	41.1593406593407	34.519298245614	1.70205020118797	2.06529481598734	12.8396946564886	11.6401384083045	5.00944138473643	2.64673485444532	4.5804347826087	1.94021739130435	3.6682808716707	2.71509281678773	5.92016806722689	3.2646288209607	20.0224438902743	8.38902743142145	13.1484375	16.959927140255
GSM8461220_208066090139_R07C01	0.9988	10.886	10.93	5.00962941348118	94.9142857142857	101.162436548223	38.5175644028103	29.521676300578	1.68657976179312	2.00885455915599	13.1302681992337	9.28726287262873	9.2	4.45064935064935	5.7083607636603	2.43054641211323	3.12885802469136	2.64429012345679	3.9051724137931	2.78888888888889	16.1274131274131	6.61583011583012	9.83572567783094	13.8457446808511
GSM8461221_208066090139_R08C01	0.998	10.514	10.48	4.67616063799487	103.34554973822	102.963730569948	29.7866927592955	22.6643274853801	1.78620758682815	2.28888888888889	16.9613526570048	15.3991228070175	10.3939393939394	5.91077441077441	6.04128440366972	3.53669724770642	2.28277153558052	3.2874531835206	3.5962441314554	2.87349397590361	18.4695431472081	8.91116751269035	13.2898230088496	15.4648148148148
GSM8461222_208066090142_R01C01	0.9989	11.174	10.367	3.73805147058824	103.325	66.0340557275542	49.9621212121212	30.4574175824176	1.72515212981744	2.03112840466926	20.0245398773006	14.6367713004484	15.2567567567568	11.027027027027	6.15977742448331	2.96343402225755	8.57882352941176	3.84	10.2054794520548	4.4254835039818	15.7175925925926	15.1111111111111	10.3302107728337	19.8646288209607
GSM8461223_208066090142_R02C01	0.9992	11.027	10.747	4.10215384615385	117.033333333333	62.7245508982036	60.072	30.1801925722146	1.72731990865684	1.91797730439976	18.8953488372093	15.2582159624413	7.43679599499374	4.06758448060075	6.65910999160369	3.12930310663308	7.67707082833133	3.9015606242497	6.37912087912088	3.64762826718296	19.2899628252788	12.0817843866171	9.33707865168539	22.0469135802469
GSM8461224_208066090142_R03C01	0.9992	10.897	10.996	4.56125528062764	104.654054054054	79.0909090909091	51.156050955414	31.5921625544267	1.70922312223859	1.9180790960452	18.6179775280899	12.6007604562738	14.5789473684211	7.26754385964912	5.39423076923077	2.36474358974359	3.73056994818653	2.86183074265976	7.88414634146341	3.57635893011217	7.60651629072682	8.30576441102757	7.7837037037037	22.3462414578588
GSM8461225_208066090142_R04C01	0.9995	11.629	11.615	4.05409444112373	95.4033149171271	68.611320754717	41.7341040462428	30.0669710806697	1.69321533923304	1.93714285714286	14.1181434599156	11.740350877193	13.7705779334501	5.85989492119089	5.6320987654321	2.25740740740741	5.69047619047619	3.31944444444444	11.8078431372549	4.08766928011404	25.9657142857143	9.56	10.1679049034175	15.8935185185185
GSM8461226_208066090142_R05C01	0.9994	11.653	11.108	4.34088875633761	117.384105960265	82.0043668122271	42.1813031161473	27.2232876712329	1.6569899930645	1.96056721056721	18.4230769230769	12.8467432950192	14.7912713472486	6.36242884250474	5.68727272727273	2.26060606060606	9.16337285902503	4.41765480895916	13.3785310734463	4.75787401574803	28.4527027027027	11.3277027027027	10.7376237623762	14.4917293233083
GSM8461227_208066090142_R06C01	0.9996	11.42	11.486	4.53657817109145	108.555555555556	74.8489795918367	42.0230769230769	34.3204903677758	1.7104285584851	2.03597122302158	13.399209486166	11.2624584717608	13.1688102893891	5.45016077170418	4.32282471626734	2.2515762925599	4.16028146989836	2.6505082095387	12.0533980582524	3.8647936786655	18.3648351648352	7.45054945054945	10.9257575757576	13.6274787535411
GSM8461228_208066090142_R07C01	0.9993	11.817	11.452	4.74128765505021	87.2882882882883	67.8243243243243	44.0880829015544	31.7874617737003	1.70640503517216	2.01229279195381	15.7488372093023	11.2491694352159	9.77456647398844	3.91445086705202	5.35140997830803	1.98156182212581	5.2009702009702	2.34650034650035	11.1617021276596	3.9	18.4300202839757	6.86815415821501	11.4591549295775	19.5219512195122
GSM8461229_208066090160_R01C01	0.9935	9.264	9.042	4.81873664937443	132.445255474453	80.6865671641791	51.8050541516245	29.8090040927694	1.82383640430291	1.95848977889028	19.8606060606061	12.9015748031496	6.52197802197802	18.0054945054945	5.48593350383632	9.54731457800512	6.04207920792079	8.11138613861386	1.84	1.76104417670683	12.4586466165414	24.6390977443609	4.81545064377682	11.4133333333333
GSM8461230_208066090160_R02C01	0.997	9.217	9.301	4.85009196811772	145.322834645669	95.5622317596567	55.1068702290076	29.6293222683264	1.77820247933884	2.05258693808312	20.2608695652174	12.692607003891	11.4285714285714	17.9230769230769	8.61111111111111	8.99275362318841	7.44744744744745	9.7957957957958	2.65384615384615	2.13559322033898	14.3467741935484	26.3064516129032	6.24015748031496	16.6186046511628
GSM8461231_208066090160_R03C01	0.9991	10.84	10.107	5.14986293024673	110.595238095238	78.8122448979592	52.4275618374558	30.3180473372781	1.79181585677749	1.96878147029204	15.5592417061611	11.9381818181818	15.8141025641026	10.5224358974359	7.3481308411215	4.29439252336449	6.80952380952381	4.59803921568627	5.73291925465838	3.09342560553633	22.8733624454148	14.3362445414847	11.1357702349869	18.5376044568245
GSM8461232_208066090160_R04C01	0.9995	10.842	10.734	5.15216741405082	124.490066225166	82.3196721311475	45.3420289855072	31.9655172413793	1.65310059715204	2.09689847813523	15.1357466063348	10.1363636363636	11.139846743295	6.40804597701149	6.33054393305439	3.06861924686192	6.30601792573624	4.28297055057618	5.69950738916256	2.59285091543156	22.1566666666667	11.15	10.7667436489607	20.6791443850267
GSM8461233_208066090160_R05C01	0.9991	10.721	10.45	5.4094982078853	128.104575163399	80.8285714285714	46.6954022988506	31.9763779527559	1.6508537229361	2.07600950118765	14.7488986784141	10.9770491803279	8.83304647160069	5.76247848537005	8.14189944134078	4.06145251396648	4.72239747634069	3.5205047318612	5.8659217877095	2.7469387755102	22.2640845070423	11.7887323943662	12.0344827586207	19.3962765957447
GSM8461234_208066090160_R06C01	0.9998	12.117	11.055	5.18122594018359	118.773006134969	107.043956043956	42.5119363395225	29.5905743740795	1.75970218706375	1.99832620420309	13.0891472868217	10.1411411411411	13.8728813559322	5.72372881355932	4.658434491419	1.53997488488907	4.37518037518038	2.43650793650794	13.348	4.46594005449591	21.0486111111111	7.81712962962963	8.61297798377752	26.6303501945525
GSM8461235_208066090160_R07C01	0.9987	10.796	10.269	5.43249630723781	117.926966292135	76.80276816609	46.2987012987013	30.9459815546772	1.70310402684564	2.0036981005211	14.3432203389831	10.2887537993921	8.68421052631579	5.93859649122807	7.01107011070111	3.46771217712177	6.49943883277217	3.79910213243547	8.13422818791946	2.69836956521739	26.9736842105263	11.1348684210526	12.6425120772947	11.5620328849028
GSM8461236_208066090160_R08C01	0.9902	9.05	9.006	5.78908770900557	165.822695035461	67.5014245014245	46.3643031784841	26.3206018518519	1.8035390199637	2.2280630812778	17.5721649484536	16.311004784689	4.73633440514469	10.9614147909968	5.70238095238095	11.5	3.96438356164384	9.33972602739726	2.18253968253968	2.02292263610315	8.58895705521472	20.9141104294479	6.26903553299492	8.53531598513011
GSM8461237_208066090167_R01C01	0.9993	11.275	11.127	3.80564937058643	103.428571428571	84.519313304721	48.7120622568093	30.0151285930408	1.64247069431921	2.00406595888864	18.2977528089888	14.8045454545455	7.71122994652406	4.35427807486631	3.9047619047619	1.74333333333333	6.62656072644722	3.69693530079455	9.73684210526316	3.95992366412214	30.3688212927757	12.384030418251	13.5486935866983	12.3648068669528
GSM8461238_208066090167_R02C01	0.9995	11.521	11.182	3.61952861952862	101.722580645161	88.4766355140187	45.9737827715356	33.1212653778559	1.68939937784159	1.9693685202639	18.15	13.6694560669456	10.543956043956	4.48763736263736	4.83136246786632	1.83496143958869	4.58955223880597	2.21641791044776	8.72222222222222	3.15946843853821	21.3324607329843	8.55235602094241	10.4886561954625	17.4362204724409
GSM8461239_208066090167_R03C01	0.9989	11.109	10.762	4.26101288582559	113.123529411765	71.9769736842105	46.9050445103858	29.1668965517241	1.69091929299542	1.97762160162752	15.1681818181818	10.6955128205128	10.2290076335878	6.36832061068702	8.07281553398058	4.52063106796117	5.55629139072848	3.68322295805739	7.09826589595376	3.07414448669202	18.5575539568345	12.0035971223022	6.44876325088339	11.9146706586826
GSM8461240_208066090167_R04C01	0.9996	11.54	11.267	4.44595392793857	96.6284153005465	78.1701244813278	36.139896373057	30.8038897893031	1.66086778550962	2.02151427389326	13.278431372549	11.5170068027211	11.7165861513688	5.4524959742351	4.04207436399217	1.76956947162427	4.91889632107023	2.83110367892977	8.70943396226415	3.76729048006509	23.0132625994695	8.9814323607427	10.7841483979764	15.1175468483816
GSM8461241_208066090167_R05C01	0.9993	11.361	10.674	4.32368735083532	104.540540540541	62.9693251533742	42.9857954545455	32.981072555205	1.71107050110609	2.05474308300395	16.8442211055276	10.8478964401294	5.95848161328588	3.97627520759193	6.25902668759812	2.85243328100471	8.80989876265467	3.77052868391451	9.41111111111111	3.17356115107914	14.5172413793103	10.5078369905956	7.28014184397163	20.8068965517241
GSM8461242_208066090167_R06C01	0.9992	11.391	10.605	4.65690624075717	116.703488372093	71.9440789473684	43.5354330708661	27.5899371069182	1.74761330985263	2.0257228689448	13.2588235294118	9.9149560117302	9.69559412550067	4.51401869158879	7.96869409660107	3.39445438282648	5.86155285313377	3.16276894293732	8.24365482233503	2.93072078376487	12.8630952380952	6.70833333333333	8.37269938650307	8.45499505440158
GSM8461243_208066090167_R07C01	0.9995	11.429	11.416	4.64640718562874	112.790055248619	76.2	47.5058823529412	28.0787401574803	1.77178261293785	1.90431066518023	14.1525423728814	10.3726708074534	9.92287581699346	4.36601307189542	4.53177570093458	1.75794392523364	5.91761363636364	3.16287878787879	8.48221343873518	3.3671928620453	19.4613636363636	7.59090909090909	11.818339100346	15.7308319738989
GSM8461244_208066090167_R08C01	0.9991	10.949	10.936	4.52617647058824	126.223602484472	79.54	38.74	28.0672268907563	1.8213141025641	2.17991266375546	21.656050955414	15.1785714285714	9.33584337349398	5.12048192771084	6.90063810391978	3.49407474931632	6.9520697167756	3.7037037037037	5.8894472361809	4.36405529953917	22.6407766990291	11.0032362459547	10.252380952381	19.49203187251
GSM8461245_208125020010_R01C01	0.9992	11.531	10.908	4.31077981651376	49.2004608294931	61.0901408450704	36.8995901639344	35.9409020217729	1.62311519326445	1.91008771929825	9.99426934097421	7.66593406593407	12.1910714285714	6.22857142857143	7.98259355961706	3.17058311575283	6.40891840607211	3.30929791271347	10.52	3.77000919963201	15.958932238193	7.16221765913758	13.2478184991274	14.1719939117199
GSM8461246_208125020010_R02C01	0.9994	11.255	10.893	4.89337094499295	48.4540441176471	48.1416837782341	42.0532110091743	29.6658476658477	1.62741162760585	1.89777613957489	7.82560706401766	6.02891156462585	9.21812080536913	5.94798657718121	8.67123287671233	5.80517503805175	7.16981132075472	4.77762803234501	5.33217993079585	3.80895008605852	15.9105882352941	8.34117647058824	8.59831932773109	11.5892857142857
GSM8461247_208125020010_R03C01	0.9988	11.242	10.612	5.68804824561404	102.010791366906	40.1847328244275	38.0632716049383	32.6691086691087	1.6431484502447	1.88760585065435	7.44489795918367	5.82747603833866	9.19181946403385	5.14527503526093	8.48156182212581	4.14208242950108	4.76255230125523	3.81589958158996	4.59315589353612	3.12072243346008	11.4875	9.12	7.1173104434907	14.5541516245487
GSM8461248_208125020010_R04C01	0.9992	11.437	10.256	5.1004048582996	103.776556776557	46.3211805555556	32.486524822695	33.0948275862069	1.62424205304098	1.86957517462499	8.57638888888889	5.78003120124805	11.8966165413534	6.96428571428571	7.27220630372493	3.64087870105062	5.4859228362878	3.86339937434828	5.9625	3.62471395881007	9.93103448275862	8.51724137931035	9.2259083728278	14.1996336996337
GSM8461249_208125020010_R05C01	0.9994	11.514	11.052	4.8416181914331	93.4336569579288	49.4918699186992	30.5664961636829	25.9281314168378	1.61947656725502	1.99635479951397	8.09850107066381	4.77525252525253	11.9680672268908	6.3563025210084	8.2323600973236	4.8345498783455	4.65866084425036	2.75254730713246	5.46875	4.20969855832241	13.6584938704028	6.62346760070053	8.87042253521127	9.54701986754967
GSM8461250_208125020010_R06C01	0.9974	10.505	10.213	5.07190265486726	131.951690821256	46.6447368421053	40.8181818181818	28.6292026897214	1.6297619047619	1.92682647092556	7.80993520518359	5.82286634460548	7.26794258373206	8.65071770334928	8.9038112522686	7.33393829401089	3.51037851037851	4.41514041514042	4.12	2.69230769230769	9.41052631578947	9.51578947368421	4.95495495495495	8.52941176470588
GSM8461251_208125020010_R07C01	0.999	11.272	11.107	4.98365567965132	112.02024291498	48.4616858237548	33.8375558867362	28.2434881087203	1.74007884362681	1.92755825734549	7.74472573839662	5.54531722054381	5.97969991173875	3.24007060900265	8.37464522232734	3.67360454115421	5.74006359300477	2.9181240063593	6.31734317343173	3.15739769150052	17.5099337748344	8.1037527593819	11.1470137825421	12.1372549019608
GSM8461252_208125020010_R08C01	0.9991	11.525	10.909	4.26812159002338	106.991967871486	41.2322033898305	25.7526501766784	26.690380761523	1.79677014969398	2.0438583270535	11.489552238806	8.36739130434783	10.4808362369338	4.47038327526132	6.32311320754717	2.35731132075472	6.49299719887955	3.59383753501401	5.2	4.37129300118624	19.7457627118644	9.31961259079903	11.2116689280868	15.1188118811881
GSM8461253_208125020026_R01C01	0.993	9.224	9.16	2.22430437251562	168.208333333333	62.9936034115139	44.5402298850575	33.2178533475027	1.67317399501308	1.96639559913896	9.70247933884298	6.82558139534884	5.91625615763547	17.3497536945813	6.12280701754386	13.8280701754386	3.58448753462604	9.75623268698061	2.13868613138686	1.59485530546624	12.3860759493671	22.2911392405063	5.68279569892473	7.05357142857143
GSM8461254_208125020026_R02C01	0.9953	9.562	9.283	3.22627737226277	151.036842105263	62.5702647657841	42.5035587188612	29.5209523809524	1.68905092320358	1.92964938159537	8.77339901477833	6.03728813559322	10.280701754386	15.6228070175439	9.18181818181818	10.5194805194805	3.04260651629073	8.92731829573935	2.22598870056497	2.17268041237113	8.09478672985782	16.8815165876777	4.87692307692308	9.95695364238411
GSM8461255_208125020026_R03C01	0.9995	11.513	11.069	4.27841530054645	99.0213523131673	62.3995215311005	36.8166666666667	27.5019267822736	1.709319346182	1.81431891114308	7.32	5.97063621533442	10.7337423312883	4.49079754601227	7.20953757225434	2.91763005780347	5.22606120434353	3.61303060217177	5.14857142857143	3.34854771784232	18.4683026584867	7.48466257668712	11.2528571428571	15.9706362153344
GSM8461256_208125020026_R04C01	0.9979	9.549	9.941	3.61768082663605	151.811111111111	68.7746478873239	45.2933884297521	32.3566214807091	1.64514742014742	1.90632318501171	9.70473537604457	6.68714011516315	10.940074906367	13.0486891385768	6.49464285714286	7.06964285714286	6.40796963946869	6.61100569259962	2.04385964912281	2.44655581947743	12.868778280543	15.7647058823529	5.81212121212121	9.95412844036697
GSM8461257_208125020026_R05C01	0.9986	10.591	10.201	3.6495605330309	150.302197802198	60.1296703296703	44.7741935483871	28.1767531219981	1.65021950163853	1.89823943661972	9.23298429319372	6.43613138686131	9.19088937093276	7.65075921908894	9.25578034682081	5.83959537572254	6.4609375	5.5109375	4.66489361702128	2.96317280453258	18.4092409240924	11.6402640264026	10.2596566523605	14.4876237623762
GSM8461258_208125020026_R06C01	0.9986	10.424	10.107	4.5613984397573	144.048387096774	66.4383886255924	46.644251626898	30.3555070883315	1.65075810888619	1.87063188128291	10.3933933933934	6.63026819923372	9.22526315789474	7.28631578947368	9.24167872648336	5.66859623733719	4.32601880877743	5.42476489028213	3.93220338983051	2.4569696969697	11.8430769230769	10.6492307692308	9.23617021276596	15.092039800995
GSM8461259_208125020026_R07C01	0.9985	10.605	10.308	3.60919872722013	164.038461538462	77.572625698324	51.0481400437637	27.5857142857143	1.74518686296716	1.91637942040087	8.55693069306931	6.751953125	7.82095238095238	6.5847619047619	10.9343065693431	4.92700729927007	5.67987152034261	3.70128479657388	4.84761904761905	3.00329489291598	13.9487179487179	11.0801282051282	11.7642276422764	14.9590163934426
GSM8461260_208125020026_R08C01	0.9944	9.437	9.369	2.99294980259447	143.331395348837	80.9775641025641	33.5732600732601	28.0273109243697	1.76980158090015	2.55628865979381	18.46875	17.4679802955665	13.9039301310044	15.4847161572052	11.1535181236674	8.42643923240938	5.48367952522255	10.5222551928783	2.52980132450331	3.09116809116809	13.7386934673367	17.8190954773869	10.3965517241379	13.6970802919708
GSM8461261_208125020074_R01C01	0.9982	10.606	9.92	5.37737503653902	135.565714285714	55.6650485436893	46.313539192399	34.1191489361702	1.70606417427142	1.96103333814403	12.812734082397	9.12266666666667	12.0895953757225	9.88728323699422	9.28158844765343	6.68772563176895	5.49684542586751	5.39589905362776	3.84864864864865	2.64166666666667	18.6623931623932	14.6196581196581	10.3121693121693	15.5695538057743
